id;titre;publication;date_debut;date_fin;adherent;description_introduction;description_presentation;description_complementaire;langues;territoires;themes;site_web;site_reservation;site_avis;geo_point_2d;altitude;capacite;moyenspaiement;prestations;multimedia_url_video;multimedia_url_photo;multimedia_url_son;multimedia_url_pdf;multimedia_credits;social_url;classement_categories;classement_labels;classement_guides;classement_chaines;classement_tourisme_et_handicap;classement_etoiles;classement_epis;classement_cles;classement_cheminees;classement_cocottes;type_etab;raison_sociale_etab;adr_etab;code_postal_etab;commune_etab;code_insee_etab;cedex_etab;bureau_distrib_etab;province_etab;pays_etab;personne_civilite_etab;personne_prenom_etab;personne_nom_etab;personne_tel1_etab;personne_tel2_etab;personne_tel3_etab;personne_fax1_etab;personne_fax2_etab;personne_mel1_etab;personne_mel2_etab;personne_mel3_etab;type_info;raison_sociale_info;adr_info;code_postal_info;commune_info;code_insee_info;cedex_info;bureau_distrib_info;province_info;pays_info;personne_civilite_info;personne_prenom_info;personne_nom_info;personne_tel1_info;personne_tel2_info;personne_tel3_info;personne_fax1_info;personne_fax2_info;personne_mel1_info;personne_mel2_info;personne_mel3_info;periode_nom_1;periode_date_debut_1;periode_date_fin_1;periode_detail_1;periode_nom_2;periode_date_debut_2;periode_date_fin_2;periode_detail_2;periode_nom_3;periode_date_debut_3;periode_date_fin_3;periode_detail_3;periode_nom_4;periode_date_debut_4;periode_date_fin_4;periode_detail_4;periode_nom_5;periode_date_debut_5;periode_date_fin_5;periode_detail_5;periode_nom_6;periode_date_debut_6;periode_date_fin_6;periode_detail_6;tarif_nom_1;tarif_standard_1;tarif_devise_1;tarif_min_1;tarif_max_1;tarif_description_1;tarif_nom_2;tarif_standard_2;tarif_devise_2;tarif_min_2;tarif_max_2;tarif_description_2;tarif_nom_3;tarif_standard_3;tarif_devise_3;tarif_min_3;tarif_max_3;tarif_description_3;tarif_nom_4;tarif_standard_4;tarif_devise_4;tarif_min_4;tarif_max_4;tarif_description_4;tarif_nom_5;tarif_standard_5;tarif_devise_5;tarif_min_5;tarif_max_5;tarif_description_5;tarif_nom_6;tarif_standard_6;tarif_devise_6;tarif_min_6;tarif_max_6;tarif_description_6;tarif_devise_7;tarif_devise_8;tarif_devise_9;tarif_devise_10
7047cd60;L'ESCALE DU LAC;;;;;;;;;Calais Côte d'Opale;Chambre d'hôtes;www.lescale-du-lac.cmonsite.fr;;;50.856063, 1.968003;;;;"Garage;Parking;Télévision";;;;;;;;;;;;;;;;;;L'escale du lac;398 Chemin des Conduits;62610;BRÊMES;62174;;;;;M;;Samelot;+33 (0)6 45 15 19 85;;;;;lescaledulac62@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.0;160.0;Petit déjeuner inclus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
956bdea1;LE CHATEAU DE LA GARENNE;;;;;;;;English;Calais Côte d'Opale;Chambre d'hôtes;;;;50.846668, 1.893598;;;Chèques Vacances;"Garage;Parking;Wifi";;;;;;;;;;;;;;;;;;Le Château de la Garenne;451 rue du Court-Gain;62340;CAMPAGNE-LÈS-GUINES;62203;;;;;M;Thomas;Tassart;+33 (0)6 74 00 66 53;;;;;thomas.tassart@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;70.0;Petit déjeuner inclus;;;;25.0;;Restauration;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99d54c77;AU GRAND SAULE;;;;;;;;English;Calais Côte d'Opale;B&B;www.augrandsaule.fr;;;50.906515, 1.932535;;;;"Kitchen;Garage;Car park;TV;Wi-fi";;;;;;;;;;;;;;;;;;2040 Rue du pignon Vert;;62730;LES ATTAQUES;62043;;;;;Mme;Catherine;Singer;+33 (0)6 62 09 07 33;;;;;clsinger@bbox.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;200.0;Petit déjeuner inclus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2e18ae6f;LE ROUGEFORT;;;;;;;;English;Calais Côte d'Opale;;www.rougefort.fr;;;50.768759, 1.945942;;;;"Cuisine - coin cuisine;Garage;Parc;Parking;Salon;Télévision;Wifi";;;;;;;;Gîtes de France;;;;;3;;;;;Le Rougefort;1355 Route de Licques;62850;REBERGUES;62692;;;;;Mme;Sandrine;Wintrebert;+33 (0)3 21 85 57 84;;;;;sandrine@rougefort.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;70.0;petit déjeuner inclus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
c52ab182;LE TILLEUL (gite 3 épis);;;;;;;;English;Calais Côte d'Opale;;www.giteletilleul.com;;;50.829217, 1.82468;;10.0;Chèques Vacances;"Animals accepted;Library;TV";;;;;;;;"Gîtes de France;Tourisme et handicap";;;;;3;;;;;Le Tilleul;14 Rue Creuses;62132;FIENNES;62334;;;;;M;Nicolas;Potterie;+33 (0)6 80 62 59 55;;;;;nicolas.potterie@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Location linge;;;5.0;;;A la semaine;;;220.0;500.0;;Au week-end;;;180.0;300.0;;;;;;;;;;;;;;;;;;;;;;;
35cdee1c;LE TILLEUL (gite 2 épis);;;;;;;;English;Calais Côte d'Opale;;www.giteleltilleul.com;;;50.829217, 1.82468;;10.0;Chèques Vacances;;;;;;;;;Gîtes de France;;;;;2;;;;;Le Tilleul;14 Rue creuse;62132;FIENNES;62334;;;;;M;Nicolas;Potterie;+33 (0)6 80 62 59 55;;;;;nicolas.potterie@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A la semaine;;;220.0;500.0;;Au week-end;;;180.0;300.0;;Location de Linge;;;5.0;;;;;;;;;;;;;;;;;;;;;;;;
88335064;LA CLAIRE SOURCE (gite 1 épis);;;;;;;;;Calais Côte d'Opale;;www.laclairesource.fr;;;50.874649, 1.898002;;;Chèques Vacances;"Cuisine - coin cuisine;Jardin;Machines à laver";;;;;;;;Gîtes de France;;;;;1;;;;;la Claire source;"Rue du pont à vaches
Le marais";62340;GUÎNES;62397;;;;;Mme;Brigitte;Michaux;+33 (0)6 24 68 70 75;;;;;brigitte.michaux@sfr.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A la semaine;;;160.0;500.0;;Au week-end;;;80.0;300.0;;Location de draps (la paire);;;7.0;;;;;;;;;;;;;;;;;;;;;;;;
c90c01a5;ACE HÔTEL ARRAS;;;;;;;;;Artois;;www.ace-hotel.com;;;50.266673, 2.7994;;150.0;;;;;;;;;Hôtels/2 étoiles;;;;;2;;;;;;Ace Hôtel Arras;11 avenue des Coquelicots;62217;BEAURAINS;62099;;;;;;;;+33 (03) 21 60 50 00;;;;;arras@ace-hotel.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6b5a80ce;LES VOLETS ROUGES;;;;;;;;English;Calais Côte d'Opale;;;;;50.868748, 1.91617;;5.0;;"Animaux acceptés;Baignoire;Barbecue;Chaise bébé;Cuisine - coin cuisine;Jardin;Lit bébé;Machines à laver;Télévision";;;;;;;;Locations CléVacances;;;;;;2;;;;Les Volets Rouges;74 Route de Guines;62340;ANDRES;62031;;;;;Mme;;Boulanger;+33 (0)3 21 36 77 06;;;;;v62boulanger@yahoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Location linge;;;8.0;;;A la semaine;;;269.0;400.0;;Au week-end;;;139.0;;;;;;;;;;;;;;;;;;;;;;;;
0a8d61de;AU JARDIN DES HORTENSIAS;;;;;;;;English;Calais Côte d'Opale;;;;;50.864561, 1.967146;;4.0;;"Animaux acceptés;Télévision";;;;;;;;Locations CléVacances;;;;;;3;;;;Au Jardin des Hortensias;14 Rue du Lac;62610;BRÊMES;62174;;;;;M;Fabien;Molmy;+33 (0)6 60 52 96 17;;;;;macewindu62@hotmail.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A la semaine;;;250.0;350.0;;Au week-end;;;135.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19f8de04;LA FERME DU BOIS DU COQ;;;;;;;;;Boulonnais;;;;;50.712532, 1.81389;;;;Emplacement camping car;;;;;;;;;;;;;;;;;;La Ferme du bois au Coq;16-18 Rue du bois du Coq;62142;ALINCTHUN;62022;;;;;Mme;Chantal;Holuigue;+33 (0)3 21 33 36 89;;;;;chantal-holuigue@live.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29871981;LA LINOTERIE;;;;;;;;;Boulonnais;Chambre d'hôtes;www.lalinoterie.fr;;;50.742496, 1.827325;;10.0;;"Cuisine - coin cuisine;Douche;Salon;Télévision;Wifi";;;;;;;;;;;;;;;;;;La Linoterie;54 Rue du plouy;62142;COLEMBERT;62230;;;;;Mme;;Péron;+33 (0)3 21 10 22 39;+33 (0)6 74 35 40 21;;;;lalinoterie@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8c57d7dc;L'HAUT'AILE - INTER-HOTEL;;;;;;;;;Calais Côte d'Opale;Hotel-restaurants;http://www.inter-hotel-calais.com;;;50.936417, 1.799951;;100.0;;;;;;;;;Hôtels/3 étoiles;;;;;3;;;;;;L'Haut'Aile - Inter hôtel;"ZAC Les Terrasses
Rue des Longues Pièces";62231;COQUELLES;62239;;;;;;;;+33 (0) 3 21 46 40 00;;;+33 (0) 3 21 97 59 11;;ha6218@inter-hotel.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6091f06a;GITE DU BOCAGE;;;;;;;;;Boulonnais;Hébergement locatif;www.legitedubocage.free.fr;;;50.745881, 1.759262;;4.0;;;;;;;;;;;;;;;;;;;;Gîte du Bocage;76 Chemin de Séquerbettes;62142;BELLE-ET-HOULLEFORT;62105;;;;;;;LEFEBURE;+33 (0)3 21 83 04 23;+33 (0)6 67 51 54 80;;;;legitedubocage@free.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
f5443584;GITE DE LA PLANQUETTE;;;;;;;;;7 Vallées - Ternois;Meublés et Gîtes;;;;50.4427114, 2.0524056;;5.0;;;;;;;;;;Gîtes de France;;;;;2;;;;;Gîte de la Planquette;1 Rue de la Lombardie;62140;FRESSIN;62359;;;;;;;;00 33 (0)3 21 81 33 85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aa1ff081;VACANCES D'ENFANTS A LA FERME;;;;;;;;;7 Vallées - Ternois;Meublés et Gîtes;;;;50.5304028, 2.181571;;2.0;;;;;;;;;;;;;;;;;;;;Vacances d'enfants à la ferme;20 Rue de Matringhem;62310;HÉZECQUES;62453;;;;;;;;00 33 (0)3 21 04 47 71;;;;;so.copin@laposte.net;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83bf3dd8;HOTEL BEST WESTERN LA FERME DU MOULIN AUX DRAPS;;2012-01-01;2013-12-31;;;descritpif_en, The Best Western La Ferme du Moulin Aux Draps is a newly designed hotel, which looks like a farmhouse, built on seven acres of pasture. This family hotel with 20 rooms is decorated in the English country style and offers a small meeting room, bar with full on site facilities, offering you a peaceful retreat. We are near the town of Devres, famous for its hand-painted ceramics, in the heart of wonderful Desvres' Forest. We are near the sea and are only a short drive from the Channel Tunnel.;Chambres(20);"Deutsch;English";Boulonnais;Hotel-restaurants;www.hotel-moulinauxdraps.com;;;50.6675374, 1.8418126;;;;"Banquet;Minibar;Restaurant;Seminar;Toilets;Phone;TV;Wi-fi";;"http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/7143f6ab/HOTNPC0620000140-3.jpg;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/7143f6ab/HOTNPC0620000140-2.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/7143f6ab/HOTNPC0620000140-1.JPG";;;;;Hôtels/3 étoiles;;;;;3;;;;;;HOTEL BEST WESTERN LA FERME DU MOULIN AUX DRAPS;Route de Crémarest;62240;DESVRES;62268;;;;France;;;;+33 (0)3 21 10 69 59;;;+33 (0)3 21 87 14 56;;resamoulin@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24ef2027;BARN COTTAGES FRANCE;;;;;;;;;7 Vallées - Ternois;rental accommodation;www.barncottagesfrance.com;;;50.4827828, 2.1449837;;;;;;;;;;;;;;;;;;;;;;Barn Cottages France;14 Rue de Verchin;62310;CANLERS;62209;;;;;Mme;;Farnsworth;00 33 (0)3 21 03 51 13;;;;;info@barncottagesfrance.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7e7b4fee;CAMPING DU BOIS JULIEN;;;;;;;;;Boulonnais;Campsite;http://campingduboisjulien.free.fr;;;50.646394, 1.839548;;;;;;;;;;;"Campings/Aire Naturelle;Campings/Non Classé";;;;;;;;;;;Camping du bois Julien;2 Rue du Bois Julien;62240;COURSET;62251;;;;;M;;Lebeau;+33 (0)3 21 83 67 33;+33 (0)6 68 96 89 89;;;;lebeau.brigitte@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
764b03c7;LE JB ET LE VIDORE;;;;;;;;;Boulonnais;Mononautisme;"www.gitejb.jimdo.com;www.gitelevidore.jimdo.com";;;50.6466, 1.842081;;16.0;;"Animals accepted;Kitchen;garden;Car park;Sitting room;Terrace;Toilets";;;;;;;;Gîtes de France;;;;;3;;;;;Le JB et le Vidoré;14 rue des Eperchettes;62240;COURSET;62251;;;;;Mme;;DUCROCQ;+33 (0)3 21 91 68 85;;;;;jbducrocq@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42177602;HALINGHEN HOME;;;;;;;;;Boulonnais;Hébergement locatif;www.merelinasfrance.info;;;50.602458, 1.690894;;18.0;;"Cuisine - coin cuisine;Jardin;Jeux pour enfants;Salon;Toilettes";;;;;;;;;;;;;;;;;;Halinghen Home;106 Rue Pouillette;62830;HALINGHEN;62402;;;;;Mme;;PONSONBY;+33 (0)3 21 83 04 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a8239a08;FERME DE BEAUVOIS;;;;;;;;;Boulonnais;Furnished flats and gites;;;;50.5949839, 1.751761;;10.0;;"Kitchen;Sitting room;Terrace";;;;;;;;Gîtes de France;;;;;3;;;;;Ferme de Beauvois;198 Ferme de Beauvois;62830;LACRES;62483;;;;;;;FOURDINIER;+33 (0)3 21 33 50 40;+33 (0)6 98 42 76 33;;;;dfourdinier@yahoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5cb2deb9;LUXURY WELL EQUIPPED COTTAGE;;;;;;;;;7 Vallées - Ternois;rental accommodation;;;;50.4933349, 1.9719877;;6.0;;;;;;;;;;;;;;;;;;;;Luxury Well Equipped Cottage;44 Rue du Haut Pont;62990;EMBRY;62293;;;;;Mme;;Colson;00 33 (0)3 21 81 59 79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9efecf74;CHARMING COTTAGE;;;;;;;;;7 Vallées - Ternois;rental accommodation;;;;50.5118287, 1.9518701;;6.0;;;;;;;;;;;;;;;;;;;;Charming Cottage;12 Chaussée Brunehaut;62990;EMBRY;62293;;;;;Mme;;Van Der Schalk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a88271e2;HOUSE (FORMER BAKERY);;;;;;;;;7 Vallées - Ternois;rental accommodation;;;;50.4927092, 1.9698561;;12.0;;;;;;;;;;;;;;;;;;;;House (former bakery);15 Rue du Haut Pont;62990;EMBRY;62293;;;;;M;;Gillie;00 44 - 12 23 36 66 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
df70307e;LA MAISON DES VIOLETTES;;;;;;;;;7 Vallées - Ternois;rental accommodation;;;;50.4477884, 2.0546331;;8.0;;;;;;;;;;;;;;;;;;;;La Maison des Violettes;14 Rue de l'Avocat;62140;FRESSIN;62359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9ac95cfc;LE MANOIR LEFORT;;;;;;;;;Boulonnais;Hébergement locatif;www.manoirlefort.com;;;50.661858, 1.746123;;5.0;;"Barbecue;Cuisine - coin cuisine;Salon;Terrasse privative-Balcon;Toilettes";;;;;;;;;;;;;;;;;;Le Manoir Lefort;740 route de Samer;62830;QUESTRECQUES;62679;;;;;;;KINGSTON;+33 (0)3 21 30 13 29;;;;;info@manoirlefort.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97df98e6;CAMPING AU VIEUX MOULIN;;;;;;;;;7 Vallées - Ternois;Terrain de camping classé;;;;50.545314, 2.1632291;;;;;;;;;;;;;;;;;;;;;;Camping Au Vieux Moulin;5 Rue du Moulin;62310;MATRINGHEM;62562;;;;;;;;00 33 (0)3 21 04 40 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d9ce9e7e;CHAMBRE D'HOTES AU CH'TI DEL'LYS;;;;;;;;;7 Vallées - Ternois;Hébergement locatif;www.auchtidellys.com;;;50.5460291, 2.162945;;10.0;;;;;;;;;;;;;;;;;;;;Chambre d'hôtes Au Ch'ti Del'Lys;2 La Place;62310;MATRINGHEM;62562;;;;;;;;00 33 (0)3 21 04 42 83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3aafe536;LA FERME DE L'ARC EN CIEL;;;;;;;;;7 Vallées - Ternois;Hébergement locatif;;;;50.5102717, 1.9831524;;15.0;;;;;;;;;;;;;;;;;;;;La Ferme de l'Arc en Ciel;17 Rue de l'Eglise;62990;RIMBOVAL;62710;;;;;;;;00 44 - 78 26 73 46 83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fb1fe9f7;AU REPOS DU CAVALIER;;;;;;;;;Boulonnais;Hébergement locatif;www.aureposducavalier.com;;;50.6712459, 1.881118;;12.0;;"Barbecue;Cuisine - coin cuisine;Douche;Salon;Terrasse;Toilettes";;;;;;;;;;;;;;;;;;Au Repos du Cavalier;8 Rue de Rousquebrune;62240;SAINT-MARTIN-CHOQUEL;62759;;;;;Mme;;SPRIET;+33 (0)6 12 56 92 72;;;;;aureposducavalier@gmail.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1db80707;GITE RURAL A PETITS PAS;;;;;;;;;7 Vallées - Ternois;Hébergement locatif;;;;50.48101, 2.1288209;;;;;;;;;;;;;;;;;;;;;;A Petits Pas;16 Route de Canlers;62310;RUISSEAUVILLE;62726;;;;;;;;00 33 (0)3 21 41 70 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ae0eedc2;LA CENSE AUX BONHEURS;;;;;;;;;7 Vallées - Ternois;Hébergement locatif;www.lacenseauxbonheurs.fr;;;50.4846265, 2.0222806;;10.0;;;;;;;;;;;;;;;;;;;;La Cense aux Bonheurs;9 Rue du Château;62310;TORCY;62823;;;;;;;;00 33 (0)3 21 98 08 02;00 33 (0)6 78 51 41 01;;;;amflandrin@yahoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
792eced6;HOTEL MISTER BED;;;;;;;Chambres(85);English;Artois;Hotels;www.misterbed.fr;;;50.40767, 2.983689;;;"Checks;Credit cards;Holiday checks;Eurocard - Mastercard";"Cable TV-Satelite TV;Canal+;Phone;TV;Car park;Open 24-24";;;;;;;Hotels/No stars;;;;;;;;;;;HOTEL MISTER BED;Rte de Beaumont;62950;NOYELLES-GODAULT;62624;;;;France;;;;03 21 20 77 76;;;03 21 20 77 80;;misterbed.lens@lsfhotels.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a5bed60b;HOTEL LA GARE DES ANNEES FOLLES;;2013-03-30;2013-10-30;;;"Pour revivre l'espace d'une nuit ou de plusieurs jours, l'époque des années folles, la Station du bac Saint Maur vous accueille dans sa voiture hôtel grand luxe de  1930.
Pensez à réserver vos billets !";"Chambre simple(6); Chambre double(1)";"Français;English";Artois;Hotel-restaurants;http://www.lagaredesanneesfolles.fr/;;;50.661133, 2.800419;;;"Checks;Credit cards;Holiday checks;Eurocard - Mastercard";"Fax;Phone;TV;Playground;Terrace;garden;Restaurant";;;;;;;Hotels/No stars;;;;;;;;;;;HOTEL LA GARE DES ANNEES FOLLES;77 rue de la gare;62840;SAILLY-SUR-LA-LYS;62736;;;;France;;;;03 21 02 68 20;;;03 21 02 74 37;;chefdegare@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2013-03-30;2013-10-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66456c15;HOTEL AUBERGE DU VILLAGE FLEURI;;;;;;;;;Canche Authie;Hotel-restaurants;www.tourisme-montreuil.com;;;50.461807, 1.649108;;;;;;;;;;;Hotels/No stars;;;;;;;;;;;HOTEL AUBERGE DU VILLAGE FLEURI;Place de la gare;62170;SAINT JOSSE;62870;;;;France;;;;03 21 94 17 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1bc31f82;HOTEL RESTAURANT CAMPANILE;;2012-01-01;2013-12-31;;;Le Campanile Arras Saint Nicolas vous offre qualité et confort ! Vous y recevrez un accueil incomparable.<br><br>Un accueil chaleureux personnalisé et garanti vous attend. A votre arrivée, vous êtes reçus par un couple d'hôtes attentif à rendre votre séjour agréable. Un accueil simple et généreux, à l'occasion d'un voyage d'affaires ou en famille, quel que soit l'événement, vous aurez toujours une bonne raison de choisir le Campanile Arras, Saint Nicolas. Depuis 2000 ans il existe une ville située à équidistance de Paris, Londres,et Bruxelles. Et tant que la terre tournera il n'y a pas de raison pour que cela change. Arras, un carrefour Européen.;Chambres(39);"Deutsch;English;Français";Artois;Hotel-restaurants;http://www.campanile-arras-saint-nicolas.fr/fr;;;50.291002, 2.777535;;;;"Car park;Restaurant;Meeting room";;;;;;https://www.facebook.com/pages/Hotel-Restaurant-Campanile-Arras/611090062248115;Hôtels/3 étoiles;;;;;3;;;;;;HOTEL GRIL CAMPANILE;ZA les alouettes;62223;SAINT NICOLAS LES ARRAS;62764;;;;France;;;;+33 (0)3 21 55 56 30;;;+33 (0)3 21 55 46 36;;manager.arras.stnicolas@campanile.fr;arras-stnicolas@campanile.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69c79f4d;HOTEL L'INDUSTRIE;;2013-01-01;2013-12-31;;;Hôtel familiale de 7 chambres tout confort où l'on peut y découvrir une cuisine de charme très axée sur le poisson et les fruits de mer;"Nombre chambre (7)
Nombre de  Personnes (13)";"Français;English";Région de Saint-Omer;Hotel-restaurants;www.lindus.fr;;;50.749341, 2.251768;;;"Checks;American Express;Credit cards;Travelers’ checks;Holiday checks;Diners Club;Eurocard - Mastercard";;;;;;;;Hotels/2 stars;;;;;2;;;;;;HOTEL L'INDUSTRIE;22 rue Louis Martel;62500;SAINT-OMER;14635;;;;France;;;;03 21 95 76 00;;;03 21 95 42 20;;lindustrie@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;2013-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11d29f12;HOTEL LE ROYAL;;2011-01-01;2013-12-31;;;;"Chambre simple(14); Chambre double(14); Chambre triple(3)";"Français;English";7 Vallées - Ternois;Hotels;www.le-royal-hotel.fr;;;50.3813843, 2.3319733;;;;"Internet access;Non-smoking room;Cot;Phone;TV;Wi-fi;Seminar";;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/44ae00b1/HOTNPC0620000259-1.jpg;;;;;Hotels/3 stars;Logis de France;;;;3;;;2;;;HOTEL LE ROYAL;68 rue d'Hesdin;62130;SAINT-POL-SUR-TERNOISE;62767;;;;France;;;;03 21 47 75 75;;;03 21 47 75 76;;hotel.le-royal@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2011-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;Petit-déjeuner;;;7.5;7.5;;Chambre simple;;;57.0;57.0;;Chambre double;;;57.0;57.0;;Chambre triple;;;67.0;67.0;;;;;;;;;;;;;;;;;
